code;url;product_name;brands;stores;traces_fr;nutrition_grade_fr;main_category_fr;energy_100g;fat_100g;saturated-fat_100g;carbohydrates_100g;sugars_100g;fiber_100g;proteins_100g;salt_100g
20669188;http://world-fr.openfoodfacts.org/produit/20669188/biscino-black-white-sondey;Biscino Black & white;Sondey;Lidl;;e;caca;2202;28.5;18.2;61.1;43.3;;5.7;0.5
18999;http://world-fr.openfoodfacts.org/produit/00018999/porridge-de-riz-marks-spencer;Porridge de Riz;Marks&Spencer,Marks & Spencer;Marks & Spencer;;a;Petit-déjeuners;1431;1.6;0.3;73;0.6;3.6;7;0.08
28202;http://world-fr.openfoodfacts.org/produit/00028202/cornish-cruncher-cheddar-pickled-onion-hand-cooked-m-s;Cornish Cruncher Cheddar & Pickled Onion Hand Cooked;M&S;;;c;Chips et frites;2049;26.5;3.2;53.7;2.5;6.3;6.2;1.18
31858;http://world-fr.openfoodfacts.org/produit/00031858/pur-soup-veloute-de-legumes-liebig;Pur Soup' Velouté de légumes;Liebig;U Express;;b;Soupes;188;2.1;0.7;5.3;2.4;0.8;0.8;0.75
99233;http://world-fr.openfoodfacts.org/produit/00099233/cheese-twists-marks-spencer;Cheese Twists;Marks & Spencer;Marks & Spencer;;e;Biscuits;2155;28.7;18.5;50.5;2.6;3.3;12.1;1.85
107860;http://world-fr.openfoodfacts.org/produit/00107860/chips-de-legumes-marche-franprix;Chips de légumes;Marché Franprix;;;;Chips et frites;;;;;;;;
1151;http://world-fr.openfoodfacts.org/produit/001151/mini-crepes-chocolait-bijou;Mini Crêpes ChocoLait;Bijou;Correspondance;Œufs,Fruits à coque,Graines de sésame;e;Biscuits;2018;18;11;72;48;1.7;6.7;0.2
156738;http://world-fr.openfoodfacts.org/produit/00156738/milk-chocolate-orange-biscuits-marks-spencer;Milk Chocolate Orange Biscuits;Marks & Spencer;Marks & Spencer;Fruits à coque,Arachides;e;Biscuits;2142;25.7;14.8;62.3;48.9;2.5;6.5;0.28
16229910204;http://world-fr.openfoodfacts.org/produit/0016229910204/soupe-tom-yum-aux-legumes-aroy-d;Soupe Tom Yum aux légumes;AROY-D;Carré asiatique;Graines de sésame;b;Soupes;307;5.33;2;5;3.33;2;1.33;0.627
1664;http://world-fr.openfoodfacts.org/produit/001664/brins-de-chococaramel-bijou;Brins de ChocoCaramel;Bijou;Correspondance;Œufs,Graines de sésame,Soja;e;Biscuits;1960;16;9.5;75;50;1;5;0.28
186803;http://world-fr.openfoodfacts.org/produit/00186803/pressed-costa-rican-pineapple-with-a-hint-of-lime-juice-m-s;Pressed Costa Rican Pineapple with a Hint of Lime Juice;M&S,Marks & Spencer;Marks & Spencer;;d;Jus de fruits 100% pur jus;314;0.1;0.1;12;11.8;0.1;0.4;0.1
20685000935;http://world-fr.openfoodfacts.org/produit/0020685000935/hand-cooked-potato-chips-cape-cod;Hand Cooked Potato Chips;Cape Cod;;Gluten,Lait;d;Chips et frites;2126;26.8;2.1;59.8;2.8;3.7;5.2;2.43
30000064030;http://world-fr.openfoodfacts.org/produit/0030000064030/oatmeal-squares-quaker;Oatmeal Squares;Quaker;;;a;Petit-déjeuners;1569;4.5;0.9;78;16;8.9;10.7;0.309999999999999
30000065075;http://world-fr.openfoodfacts.org/produit/0030000065075/peanut-butter-crunch-cap-n-crunch-s;Peanut Butter Crunch;Cap'n Crunch's;;;d;Petit-déjeuners;1700;9.26;3.7;77.8;33.3;3.7;7.41;1.88
31784989021;http://world-fr.openfoodfacts.org/produit/0031784989021/biscuits-danois-drakkar;Biscuits danois;Drakkar;;Œufs,Fruits à coque;;Biscuits;;;;;;;;
319225;http://world-fr.openfoodfacts.org/produit/00319225/maple-syrup-flavour-porridge-marks-spencer;Maple Syrup Flavour Porridge;Marks & Spencer;;Gluten;b;Petit-déjeuners;1527;4;0.7;66.1;22.6;6.4;13;0.23
322850;http://world-fr.openfoodfacts.org/produit/00322850/golden-syrup-porridge-marks-spencer;Golden Syrup Porridge;Marks & Spencer;;Gluten,Lait,Fruits à coque,Arachides;a;Petit-déjeuners;1577;4.9;0.8;70.5;21.2;7.29;9.2;0.0299999999999999
372060;http://world-fr.openfoodfacts.org/produit/00372060/chips-de-patate-douce-panais-et-betterave-m-s;Chips de patate douce, panais et betterave;M&S;;;d;Chips et frites;2201;35.3;3.8;42.2;23.6;9.9;4.8;1
37617390248;http://world-fr.openfoodfacts.org/produit/0037617390248/pom-pur-jus-de-pomme-le-verger-de-la-renette;Pom Pur Jus de pomme;Le Verger de la Renette;;;;Jus de pomme;;;;;;;;
39047004931;http://world-fr.openfoodfacts.org/produit/0039047004931/luxury-shortbread-selection-walkers;Luxury Shortbread Selection;Walkers;;Fruits à coque;e;Biscuits;2186;28.8;18;59.4;25.5;1.9;5.6;0.73
39047011496;http://world-fr.openfoodfacts.org/produit/0039047011496/pure-butter-chocolate-chip-shortbread-walkers;Pure Butter Chocolate Chip Shortbread;Walkers;;Fruits à coque;e;Biscuits;2168;27.6;17.2;61.3;25.7;2;5.2;0.7
39047014909;http://world-fr.openfoodfacts.org/produit/0039047014909/pure-butter-chocolate-chip-shortbread-33-free-walkers;Pure butter Chocolate Chip Shortbread (+33% free);Walkers;;;e;Biscuits;2167;27.6;17.2;61.3;25.7;2;5.2;0.699999999999999
39047153547;http://world-fr.openfoodfacts.org/produit/0039047153547/biscuits-a-l-avoine-aux-myrtilles-et-a-la-vanille-weight-watchers;Biscuits à l'avoine aux myrtilles et à la vanille;Weight Watchers;;Fruits à coque;b;Biscuits;1881;17.2;1.6;60.5;18.8;10.9;7.6;0.1
42272006168;http://world-fr.openfoodfacts.org/produit/0042272006168/soupe-rustique-aux-legumes-a-l-italienne-amy-s-kitchen;Soupe rustique aux légumes à l'italienne;Amy's kitchen;Carrefour;;a;Soupes;264;2.9;0.4;7.3;1.6;1.6;2;0.762
42272006304;http://world-fr.openfoodfacts.org/produit/0042272006304/veloute-de-champignons-amy-s-kitchen;Velouté de champignons;Amy's Kitchen;Carrefour;;c;Soupes;197;2.5;1.5;5;0.5;0.5;1;0.762
48500309223;http://world-fr.openfoodfacts.org/produit/0048500309223/tropicana-pure-premium-100-pure-reduced-acid-orange-juice-with-calcium-and-vitamins-a-c;Tropicana Pure Premium 100% pure reduced acid orange juice with calcium and vitamins A & C;;;;;Jus d'orange 100% pur jus;;;;;;;;
524889;http://world-fr.openfoodfacts.org/produit/00524889/blackcurrant-high-juice-marks-spencer;Blackcurrant High Juice;Marks & Spencer;Marks & Spencer;;b;Jus de fruits;18;0.1;0.1;0.7;0.7;0.1;0;0.0499999999999999
55742521122;http://world-fr.openfoodfacts.org/produit/0055742521122/jus-de-pomme-et-de-raisin-compliments;Jus De Pomme Et De Raisin;Compliments;;;c;Jus de fruits à base de concentré;188;0;0;11.5;10.5;0;0;0.0191
568364;http://world-fr.openfoodfacts.org/produit/00568364/fairtrade-cocoa-powder-marks-spencer;Fairtrade Cocoa Powder;Marks & Spencer;Marks & Spencer;Lait;e;Petit-déjeuners;1556;21;13.2;13.6;2.3;28.5;18;0.04
58089005058;http://world-fr.openfoodfacts.org/produit/0058089005058/biscuits-feuille-d-erable-erabliere-du-moulin;Biscuits Feuille d'Érable;Érabliere du Moulin;;Œufs,Lait;e;Biscuits;2092;19.8;4.7;74.5;46;1.1;3.2;0.4064
64100111257;http://world-fr.openfoodfacts.org/produit/0064100111257/all-bran-multi-grain-crunch-avec-un-soupcon-de-saveur-naturelle-d-erable-kellogg-s;All-Bran Multi-grain Crunch avec un soupçon de saveur naturelle d'érable;Kellogg's,All Bran;;;c;Petit-déjeuners;1480;4.41;1.18;82.4;23.5;17.6;8.82;0.441
64100589940;http://world-fr.openfoodfacts.org/produit/0064100589940/cereales-rice-krispies-kellogs;Céréales rice krispies;Kellogs;;;d;Petit-déjeuners;1640;0;0;89.3;10.7;0;7.14;1.72
64100788480;http://world-fr.openfoodfacts.org/produit/0064100788480/mini-wheats-centres-saveur-framboise-kellogg-s;Mini-Wheats centres Saveur Framboise;Kellogg's;;;a;Petit-déjeuners;1450;1.82;0.545;81.8;18.2;10.9;9.09;0.0182
64100852662;http://world-fr.openfoodfacts.org/produit/0064100852662/pringles-original;Pringles Original;Pringles;;;d;Chips et frites;879;;4;;0;1;2;2.2
65633279322;http://world-fr.openfoodfacts.org/produit/0065633279322/reese-puffs-cereals-general-mills;Reese Puffs Cereals;General mills;;;d;Petit-déjeuners;1750;9.68;1.61;77.4;29;3.23;6.45;1.64
65928001003;http://world-fr.openfoodfacts.org/produit/0065928001003/mini-biscuits-a-l-erable-turkey-hill;Mini-Biscuits à l'Érable;Turkey Hill;;Œufs,Lait,Fruits à coque,Soja;e;Biscuits;1980;15.8;6.14;73.7;19.3;1.75;5.26;2.63
67311048671;http://world-fr.openfoodfacts.org/produit/0067311048671/collection-nature-orange-framboise-fruit-de-la-passion-oasis;Collection Nature Orange Framboise Fruit de la Passion;Oasis;;;c;Jus de fruits 100% pur jus;201;;0;;11.2;0;0;0.008
72417152924;http://world-fr.openfoodfacts.org/produit/0072417152924/finger-cadbury;Finger;Cadbury;;Fruits à coque;e;Biscuits;2134;24.8;13.5;63.6;39.3;3.1;6.7;0.41
72417153181;http://world-fr.openfoodfacts.org/produit/0072417153181/finger-blanc-cadbury;Finger blanc;Cadbury;;Fruits à coque;e;Biscuits;2165;27.9;15.4;59.7;31;1.9;6.1;0.6
72417160394;http://world-fr.openfoodfacts.org/produit/0072417160394/mini-finger-l-original-cadbury;Mini Finger l'Original;Cadbury;;Gluten,Fruits à coque;e;Biscuits;2159;25.3;14;65.1;40;1.5;6.9;0.5
72417161858;http://world-fr.openfoodfacts.org/produit/0072417161858/finger-cacahuete-cadbury;Finger Cacahuète;Cadbury;;Fruits à coque;e;Biscuits;2197;26.9;15;64.1;39.8;1.4;6.7;0.6
744485;http://world-fr.openfoodfacts.org/produit/00744485/custard-creams-simply-ms;Custard creams;simply MS;;Fruits à coque,Graines de sésame;e;Biscuits;2037;20.8;12.4;68.6;28.4;2;5;0.450000000000001
77330566087;http://world-fr.openfoodfacts.org/produit/0077330566087/biscuits-a-l-avoine-et-aux-canneberges-royal-dansk;Biscuits à l'avoine et aux canneberges;Royal Dansk;;;e;Biscuits;2077;24;12;63;29;3;5.6;1.09982
77330566223;http://world-fr.openfoodfacts.org/produit/0077330566223/chocolate-chip-cookies-royal-dansk;Chocolate Chip Cookies;Royal Dansk;;Fruits à coque,Soja;e;Biscuits;2030;24.2;13.6;63.6;36.4;3.03;6.06;0.000847
77521931090;http://world-fr.openfoodfacts.org/produit/0077521931090/nouilles-instantanees-saveur-crevettes-yeo-s;Nouilles instantanées saveur crevettes Yeo's;Yeo's;Dia;;;Soupes;;;;;;;;
814720;http://world-fr.openfoodfacts.org/produit/00814720/gluten-free-crumpets-marks-spencer;Gluten Free Crumpets;Marks & Spencer;Marks & Spencer;;c;Petit-déjeuners;905;2.8;0.6;44.1;4.5;2;2.1;1.4
84909104175;http://world-fr.openfoodfacts.org/produit/0084909104175/jus-de-coco-congele-cock-brand;Jus de coco congelé;Cock Brand,Marque Coq;Supermarché Asie;;c;Jus de fruits;201;0.7;0.5;10;10;;0.3;0.2
849364;http://world-fr.openfoodfacts.org/produit/00849364/granola-whole-grain-high-in-fibre-marks-spencer;Granola (whole grain & high in fibre);Marks & Spencer,Mark & Spencer;Mark & Spencer;Gluten,Lait,Fruits à coque,Arachides;a;Petit-déjeuners;1883;14.7;1.8;61;10.6;9.2;13.9;0.1
878098;http://world-fr.openfoodfacts.org/produit/00878098/bran-flakes-marks-spencer;Bran flakes;Marks & Spencer;Marks & Spencer;Fruits à coque,Arachides;c;Petit-déjeuners;1481;2;0.3;64.5;15.6;16.2;11.3;1.03
922661;http://world-fr.openfoodfacts.org/produit/00922661/pressed-pink-lady-apple-juice-mark-spencer;Pressed Pink Lady Apple Juice;Mark & Spencer;;;d;Jus de pomme;213;;0.1;;10.8;0.3;0.4;0.0299999999999999
942638;http://world-fr.openfoodfacts.org/produit/00942638/pressed-british-apple-juice-mark-spencer;Pressed british apple juice;Mark&Spencer;;;c;Jus de pomme;205;0.1;0.1;10.4;10.4;0.1;0.1;0.03
964395;http://world-fr.openfoodfacts.org/produit/00964395/honey-oat-breakfast-biscuits-marks-spencer;Honey & Oat Breakfast Biscuits;Marks & Spencer;Marks & Spencer;;a;Petit-déjeuners;1849;15;1.3;66.6;13.5;4.3;9;0.259999999999999
976015;http://world-fr.openfoodfacts.org/produit/00976015/chips-de-legumes-marks-spencer;Chips de légumes;Marks & Spencer;Marks & Spencer;;c;Chips et frites;2075;28.2;3.1;52;13.6;8.8;4.3;0.610000000000001
993739;http://world-fr.openfoodfacts.org/produit/00993739/spiced-british-apple-juice-mark-spencer;spiced British apple juice;Mark & Spencer;;;c;Jus de pomme;190;0.1;0.1;10.4;10.4;0.1;0.1;0.1
1082388;http://world-fr.openfoodfacts.org/produit/01082388/intense-appel-mango-juice-sainsbury-s;Intense Appel & Mango Juice;Sainsbury's;;;c;Jus de fruits 100% pur jus;192;;0.1;;8.6;0.5;0.5;0.08
1425587;http://world-fr.openfoodfacts.org/produit/01425587/bisque-de-homard-deluxe;Bisque de Homard;Deluxe,Lidl Stiftung & Co. KG;Lidl;;b;Soupes;181;2.1;0.7;3;0.7;0.5;3.1;0.58
1,62E+11;http://world-fr.openfoodfacts.org/produit/0161840002576/gout-nacho-cheese-10-gratuit-doritos;Goût Nacho Cheese (+10% gratuit);Doritos;;;;Chips et frites;;;;;;;;
2,01E+11;http://world-fr.openfoodfacts.org/produit/0201292018371/pain-chocolat-x-5-carrefour-city;Pain chocolat (x 5);Carrefour City;Carrefour City;Œufs,Fruits à coque,Derives-de-soja,Produits-laitiers;;Petit-déjeuners;;;;;;;;
2,02E+11;http://world-fr.openfoodfacts.org/produit/0202395009846/jus-orange-sanguine-leclerc;Jus Orange Sanguine;Leclerc;Leclerc;;c;Jus d'orange;187;0;0;8.3;8.3;;1;0
2,05E+11;http://world-fr.openfoodfacts.org/produit/0205004001439/flocons-d-avoine-vrac-bio-c-bon;Flocons d’avoine (vrac);Bio C Bon;;;a;Petit-déjeuners;1607;7.5;1.25;66.6;0.7;11;12.5;0.02
2,06E+11;http://world-fr.openfoodfacts.org/produit/0205545019351/pains-chocolat-beurre-x-8-leclerc;Pains chocolat beurre (x 8) - Leclerc;Leclerc;Leclerc;Œufs,Fruits à coque,Soja;;Petit-déjeuners;;;;;;;;
2,22E+11;http://world-fr.openfoodfacts.org/produit/0222226260345/jus-d-ananas-bio-vitamont;jus d'ananas bio;vitamont;Naturalia;;d;Jus de fruits 100% pur jus;223;0.5;0.1;13.2;11.9;0.5;0.5;0.002
2,28E+11;http://world-fr.openfoodfacts.org/produit/0227628013582/muesli-cereales-et-fruits-secs-biothentic;Muesli céréales et fruits secs;Biothentic;Carrefour;Graines de sésame,Soja;;Petit-déjeuners;1683;8.1;;66.2;;;10.3;
2,61E+11;http://world-fr.openfoodfacts.org/produit/0261450121718/biscuits-p-tit-dej-bio-le-moulin-du-pivert;Biscuits p'tit dej bio;Le moulin du pivert;;;d;Biscuits;1889;19.7;4.2;63.1;19.8;4.8;6.9;0.83
3,26E+11;http://world-fr.openfoodfacts.org/produit/0325798483058/100-pur-jus-orange-cora;100 % pur jus Orange;Cora;Cora;;c;Jus d'orange 100% pur jus;193;0.1;0;10.8;10;0.1;0.3;0.03
3,40E+12;http://world-fr.openfoodfacts.org/produit/03396111362012/chips-nature-sibell;Chips Nature;Sibell;;Gluten,Lait,Moutarde;d;Chips et frites;2305;36;3.1;50.7;0.4;;5.1;1.21
4124897;http://world-fr.openfoodfacts.org/produit/04124897/cereales-croquantes-caramel-et-chocolat-swing;Céréales CROQUANTES Caramel et Chocolat;Swing;Aldi;Fruits à coque,Arachides,Graines de sésame,Soja;c;Petit-déjeuners;1669;5.2;0.9;76;27;;8.4;0.43
4142218;http://world-fr.openfoodfacts.org/produit/04142218/pulco-citron-cuisine;Pulco citron cuisine ;Pulco,Polenghi;;;;Jus de fruits;82.5;0.02;;1.14;;;0.23;
4,21E+11;http://world-fr.openfoodfacts.org/produit/0421142781358/extra-kellogg-s;Extra;Kellogg's;;;;Petit-déjeuners;;;;;;;;
4,22E+11;http://world-fr.openfoodfacts.org/produit/0422142677887/pure-premium-clementine-100-pur-jus-tropicana;Pure premium Clémentine 100% pur jus;Tropicana;;;c;Jus de fruits;211;0;0;10.4;10.4;1.1;0.6;0
4,28E+11;http://world-fr.openfoodfacts.org/produit/0428041425208/prince-lu;Prince;Lu;;;;Biscuits;;;;;;;;
6,12E+11;http://world-fr.openfoodfacts.org/produit/0612114788257/grand-arome-poulain;Grand Arôme;Poulain,Mondelez international;Auchan;;e;Petit-déjeuners;1575;3.9;2.4;71;67;10.5;7.5;0.03
6,15E+11;http://world-fr.openfoodfacts.org/produit/0615000022732/chocolate-picccadilly-biscuits-fortnum-mason;Chocolate Picccadilly Biscuits;Fortnum & Mason;;;d;Biscuits;2238;32.8;18.7;54.4;33.3;5.4;0;0.2
6,19E+11;http://world-fr.openfoodfacts.org/produit/0619286802002/miso-blanc-a-la-citrouille-et-legumes-king-soba;Miso blanc à la citrouille et legumes;King Soba;Satoriz;Soja;b;Soupes;1464;11;1;39;1.5;2;24;0.8
6,19E+11;http://world-fr.openfoodfacts.org/produit/0619286803009/mighty-miso-instant-organic-soup-hearty-red-miso-with-tofu-ginger-king-soba;Mighty miso instant organic soup - hearty red miso with tofu & ginger;King Soba;Satoriz;Soja;b;Soupes;1556;13;1;53.8;2;2;9.3;0.8
6,28E+11;http://world-fr.openfoodfacts.org/produit/0628154048831/bouchees-d-avoine-grillees-au-miel-post;Bouchées d'Avoine Grillées au Miel;Post;;;a;Petit-déjeuners;1670;5;0.667;83.3;20;6.67;6.67;0
6407014;http://world-fr.openfoodfacts.org/produit/06407014/all-bran-buds-kellogg-s;All-Bran Buds;Kellogg's,All Bran;;;b;Petit-déjeuners;1050;3.57;0;78.6;25;39.3;10.7;0.607
6,53E+11;http://world-fr.openfoodfacts.org/produit/0652655000159/raspberry-white-chocolate-and-pistachio-crumbles-border-biscuits;Raspberry, White Chocolate and Pistachio Crumbles;Border Biscuits;Comptoir Irlandais;;e;Biscuits;1824;21.9;12;52.1;26;;6;0.8
6,53E+11;http://world-fr.openfoodfacts.org/produit/0652655000890/sable-aux-flocons-d-avoine-canneberges-yaourt-graines-de-citrouille-border;Sablé aux Flocons d'Avoine, Canneberges, Yaourt & Graines de Citrouille;Border,Border Biscuits;;Œufs,Fruits à coque,Graines de sésame;d;Biscuits;1615;20.7;5.7;41.1;15.7;;7.7;0.699999999999999
6,87E+11;http://world-fr.openfoodfacts.org/produit/0687456226033/cereales-granola-pomme-canelle-made-good;Cereales Granola Pomme Canelle;Made Good;;;b;Petit-déjeuners;1510;11;2;64;25;7;6;0.0299999999999999
6,98E+11;http://world-fr.openfoodfacts.org/produit/0697893253264/palets-aux-perles-de-chocolat-fauchon;Palets aux Perles de Chocolat;Fauchon;Fauchon;Fruits à coque;e;Biscuits;2210;29.1;19.1;60;23.6;12.7;7.27;0.739
7228179;http://world-fr.openfoodfacts.org/produit/07228179/croustillants-fruits-rouges-bjorg;Croustillants Fruits Rouges;Bjorg;;;;Petit-déjeuners;;;;;;;;
7,28E+11;http://world-fr.openfoodfacts.org/produit/0728229123811/mediterranean-chips-terra;Mediterranean chips;Terra;;;c;Chips et frites;2119;32.9;3;48.4;13.6;6.6;4.3;0.889
7,28E+11;http://world-fr.openfoodfacts.org/produit/0728229130444/stripes-blues-sea-salt-terra;Stripes & Blues Sea Salt;Terra;;;c;Chips et frites;2017;29;2.4;43;6.8;14;5.2;1
7283244;http://world-fr.openfoodfacts.org/produit/07283244/100-cacao-nestle-dessert;100 % cacao;Nestlé dessert;;;c;Petit-déjeuners;1603;21;13;17.3;0.4;28;18.1;0.3556
7,37E+11;http://world-fr.openfoodfacts.org/produit/0737282310700/cereales-croque-matin-chocolat-jordans;Céréales Croque-matin chocolat;Jordans;;;d;Petit-déjeuners;1987;18;7.5;;23;5.9;9.5;0.02286
8,15E+11;http://world-fr.openfoodfacts.org/produit/0814930010073/fruit-nuts-seeds-muesli-dorset-cereals;Fruit, Nuts & Seeds Muesli;Dorset cereals;;;c;Petit-déjeuners;1530;10;4.17;61.7;28.3;8.33;6.67;0.0847
8,33E+11;http://world-fr.openfoodfacts.org/produit/0832697000564/plantain-chips-pacific-sea-salt-samai;Plantain Chips Pacific sea salt;Samai;Cora;;d;Chips et frites;2239;32.1;14.3;60.7;7.1;7.1;1;1
8406615;http://world-fr.openfoodfacts.org/produit/08406615/100-pur-jus-orange-sanguine-de-sicile-casino;100% pur jus Orange Sanguine de Sicile;Casino;Casino;;c;Jus d'orange 100% pur jus;190;0;0;10.5;10.5;;0.7;0.02
8,55E+11;http://world-fr.openfoodfacts.org/produit/0854530004447/chicago-style-bagel-chips-sea-salt-hometown-bagel;Chicago Style Bagel Chips Sea Salt;Hometown Bagel;;Œufs,Lait,Fruits à coque;d;Chips et frites;1675;7.2;1.5;71.4;4.1;;13.5;3.2
8,71E+11;http://world-fr.openfoodfacts.org/produit/0870719000208/lemon-puff-bolands;Lemon Puff;Bolands;Le-comptoir-irlandais;Œufs,Lait,Noix-d-arbre;d;Biscuits;1850;14.8;7.9;67;1.1;3;9.5;1.1
8,83E+11;http://world-fr.openfoodfacts.org/produit/0883366000200/melange-de-cereales-granola-divin-fourmi-bionique;Mélange De Céréales Granola Divin;Fourmi bionique;;;a;Petit-déjeuners;920;;3;;18;8;12;0.1
10086988;http://world-fr.openfoodfacts.org/produit/10086988/petit-beurre-schar;Petit beurre;Schär;;;;Biscuits;;;;;;;;
1,01E+12;http://world-fr.openfoodfacts.org/produit/1013287767367/extra-pepites-4-noix-kellogg-s;Extra Pépites 4 Noix;Kellogg's,Extra;;Fruits à coque;d;Petit-déjeuners;2059;24;9.4;59;19;5.2;7.3;0.75
1,02E+12;http://world-fr.openfoodfacts.org/produit/1023374301015/galettes-au-bon-beurre-francais-saint-michel;Galettes au bon beurre français;Saint Michel;;Fruits à coque,Soja;e;Biscuits;1985;16;11;74;25;2;7;0.899999999999999
1,05E+12;http://world-fr.openfoodfacts.org/produit/1049040291718/cacao-rapunzel;Cacao;Rapunzel;côté nature;;;Petit-déjeuners;;;;;;;;
10908767;http://world-fr.openfoodfacts.org/produit/10908767/special-flakes-chocolate-crownfield;Special Flakes Chocolate;Crownfield,Lidl;Lidl;;c;Petit-déjeuners;1716;6.7;3.8;73;16.5;4;11.5;0.55
11218368;http://world-fr.openfoodfacts.org/produit/11218368/100-jus-d-orange-minute-maid;100 % Jus d'orange;Minute Maid;;;;Jus d'orange 100% pur jus;;;;;;;;
11254607;http://world-fr.openfoodfacts.org/produit/11254607/schovit;Schovit;Schovit,Aldi;Aldi;Lait,Soja;d;Petit-déjeuners;1600;3.1;1.4;79.9;78;6.3;4.5;0.5842
11914067;http://world-fr.openfoodfacts.org/produit/11914067/crusti-croc-classique-lidl;Crusti Croc Classique;Lidl;Lidl;Gluten,Lait,Moutarde;d;Chips et frites;2298;34.9;3.2;51.8;0.5;;5.3;1.2
11916444;http://world-fr.openfoodfacts.org/produit/11916444/sable-coco-cacao-au-sirop-d-agave-gerble;Sablé coco cacao au sirop d'agave;Gerblé;;Œufs,Lupin,Lait,Fruits à coque;c;Biscuits;1966;20;5.9;60;13;7.6;8.6;0.779999999999999
1,20E+12;http://world-fr.openfoodfacts.org/produit/1197140574887/biscuits-ble-epautre-et-sesame-casino;Biscuits blé épautre et sésame;Casino;;;;Biscuits;;;;;;;;
1,20E+12;http://world-fr.openfoodfacts.org/produit/1201296720002/chips-salees-ikea;Chips salées;IKEA;Ikéa;;d;Chips et frites;2092;27;2.5;56;0.8;;8.3;1.3
1,20E+12;http://world-fr.openfoodfacts.org/produit/1201509270003/sockerfria-kakor-havre-ikea;Sockerfria Kakor Havre;Ikea;Ikea;Œufs,Lait,Fruits à coque,Soja;e;Biscuits;2060;33;17;51;0.4;;4.8;1
12155697;http://world-fr.openfoodfacts.org/produit/12155697/jus-d-orange-pur-fruit;Jus d'Orange;Pur fruit;;;;Jus d'orange;;;;;;;;
12226787;http://world-fr.openfoodfacts.org/produit/12226787/lay-s-mediterraneenne-nature;Lay's Méditerranéenne Nature;Lay's,Pepsico;;;d;Chips et frites;2132;31;4.7;49;0.5;5.1;6.1;1.7
1,30E+12;http://world-fr.openfoodfacts.org/produit/1301416092405/cocktail-pomme-groseille-au-panier-fermier;Cocktail pomme groseille ;Au panier fermier;La Ruche Qui Dit Oui;;c;Jus de fruits 100% pur jus;175;0.02;0.01;9.9;9.1;;0.3;0.01
1,30E+12;http://world-fr.openfoodfacts.org/produit/1303058010007/kakor-hallon-ikea;Kakor hallon ;Ikea;;;e;Biscuits;1990;19;12;71;37;;4.2;0.53
1,35E+12;http://world-fr.openfoodfacts.org/produit/1350278157838/orange-pamplemousse-a-la-framboise-monop-daily;Orange Pamplemousse à la Framboise;Monop'Daily,Monoprix;;;c;Jus de fruits;182;0.2;0.12;9.2;8.8;1;0.6;0.04
1,40E+12;http://world-fr.openfoodfacts.org/produit/1401290200009/kex-ikea;KEX;Ikea;;Lait,Fruits à coque;d;Biscuits;1757;;1.5;;19;0;7.9;1.4
1,40E+12;http://world-fr.openfoodfacts.org/produit/1402517320005/pepparkaka-ikea;Pepparkaka;Ikea;Ikea;Œufs,Lait,Fruits à coque,Soja;e;Biscuits;1946;17;8.5;72;33;;5.4;1.2
140510;http://world-fr.openfoodfacts.org/produit/140510/sarrasin-souffle%CC%81-au-miel-bio-famille-mary;Sarrasin Souffle? au Miel Bio;Famille Mary;;Lait,Fruits à coque,Arachides,Graines de sésame,Soja;c;Petit-déjeuners;1657;3.8;2.3;82;27.6;4.5;5.2;0.03
14227867;http://world-fr.openfoodfacts.org/produit/14227867/jus-de-citron-solevita;Jus de citron;Solevita;LIDL;;;Jus de fruits;;;;;;;;
1,56E+12;http://world-fr.openfoodfacts.org/produit/1560478798742/palmiers-aux-fromages-carrefour-bio;Palmiers aux Fromages;Carrefour Bio,Carrefour;Carrefour;;;Biscuits;;;;;;;;
1,60E+12;http://world-fr.openfoodfacts.org/produit/1603638610000/munsbit-vert-ikea;Munsbit Vert;Ikea;;;b;Jus de fruits;146;0;0;8;6.6;;0.7;0.04
16720217;http://world-fr.openfoodfacts.org/produit/16720217/drakkar-tous-les-jours;Drakkar;Tous les Jours;Spar;;;Biscuits;;;;;;;;
1,70E+12;http://world-fr.openfoodfacts.org/produit/1701246860005/galettes-doubles-au-chocolat-ikea;Galettes doubles au chocolat;Ikea;Ikea;;e;Biscuits;2117;26;14;61;41;;5.2;0.63
17851213;http://world-fr.openfoodfacts.org/produit/17851213/choco-moooo-pocket-milka;Choco moooo... pocket;Milka;;;;Biscuits;;;;;;;;
1,80E+12;http://world-fr.openfoodfacts.org/produit/1803058080005/kakor-choklad-ikea;Kakor Choklad;Ikea;Ikea;Œufs,Fruits à coque,Soja;e;Biscuits;2075;24;14;64;35;;5.2;0.530000000000001
1,84E+13;http://world-fr.openfoodfacts.org/produit/18437016774004/rosfit-dulces-laly;ROSFit;Dulces Laly;Noz;Fruits à coque,Graines de sésame;b;Biscuits;1615;14.3;1.1;42.5;0.5;;14.1;0.13
2,00E+12;http://world-fr.openfoodfacts.org/produit/2000000001619/chips-saveur-foie-gras-sibell;Chips Saveur Foie Gras;Sibell;Monoprix;;d;Chips et frites;2248;34;3;51;1;4.7;5;1.89992
2,00E+12;http://world-fr.openfoodfacts.org/produit/2000000002450/jus-de-pomme-auchan;Jus de pomme;Auchan;Auchan;;;Jus de pomme;187;0;;11;;;0;
